Business Name,Trade Name,License Type,License Number,License Date,County,City,Address,Zip,Phone,Email,Hours of Operation
"Scalable Farms, LLC","Scalable Farms, LLC",Grower,GAAA-N1C5-RKUQ,2022-11-28,Garvin,LINDSAY,,73052-4001,4054287170,zackworthey@gmail.com,8am/8pm
36 NE 36th LLC,36 NE 36th,Grower,GAAA-E17X-6YDR,2022-11-14,Oklahoma,OKLAHOMA CITY,,73105,4056733197,info@okiekushclub.com,9am-5pm
"PM GREEN VALLEY, LLC","PM GREEN VALLEY, LLC",Grower,GAAA-SGTK-K2UN,2023-06-30,Okfuskee,OKEMAH,383162 E 1040 RD,74859,7153937446,phoomvang@hotmail.com,M-F 9-5 or as needed for company operations
"Happy Jade Garden, Inc","Happy Jade Garden, Inc",Grower,GAAA-ZDFI-KKV1,2023-06-13,Beckham,SAYRE,18545 ROUTE 66 N,73662-6070,9176808866,lisajlin@ymail.com,9-5
Horizon Ridge LLC,Horizon Ridge,Grower,GAAA-IY0R-DIZC,2022-10-24,Creek,BRISTOW,,74010-4005,4058089578,novaphugtr@gmail.com,8:00am-8:00pm
Wang Xiong,Wang Xiong,Grower,GAAA-4YZU-PFCN,2023-04-13,Delaware,EUCHA,,74342,9189641227,wang27@live.com,8am-4pm
Red River Remedies LLC,Med Green Inc. Caddo,Grower,GAAA-VKOA-6ANC,2022-12-05,Bryan,CADDO,,74729-2606,4699689451,ziljianaguirre@gmail.com,Monday-Saturday 8am-8pm
"Init Farm, LLC","Init Farm, LLC",Grower,GAAA-MIVX-YUIC,2023-04-04,Pottawatomie,SHAWNEE,,74804-8947,4053671497,initfarm@gmail.com,8am-4pm
Gorilla Ganja Inc,Gorilla Ganja Inc,Grower,GAAA-6HTO-YLKI,2022-10-30,Garvin,PAULS VALLEY,,73075-8541,4056330039,csiservicesokc@gmail.com,10a-8p
Dub's Aroma Trees LLC,Dub's Aroma Trees,Grower,GAAA-FA2Z-YBDK,2023-04-24,Adair,STILWELL,,74960-2286,9185071310,dubsaromatreesllc@gmail.com,3pm-6pm
PERFECT TRIO LLC,PERFECT TRIO LLC,Grower,GAAA-TDTW-J3IB,2023-03-24,McClain,LINDSAY,10374 192ND ST,73052-3007,4243619675,hojeffreyho@hotmail.com,8-5
BRITON GREEN RESOURCES LLC,BRITON GREEN RESOURCES,Grower,GAAA-B6FA-1EGC,2023-08-02,Cherokee,Hulbert,,74441,9182609661,david@britongr.com,8AM-4PM
"AmberCloud Company, LLC","AmberCloud Company, LLC",Grower,GAAA-OA2F-EP3X,2023-08-01,Oklahoma,JONES,,73049-8133,4057571576,wilsonolivia@msn.com,0800-1700
Momma Bears Garden,Momma Bears Garden,Grower,GAAA-FRBD-NPBV,2022-03-13,Sequoyah,Gore,,73142,9405955051,billyresides@ymail.com,9:00 AM - 5:00 PM M-F
Stone Valley Farms LLC,Stone Valley Farms LLC,Grower,GAAA-N1CT-VFKN,2023-04-24,McClain,BLANCHARD,,73010,4053179617,stonevalleyfarms1@gmail.com,Mondays through Friday 9 a.m. to 4 p.m.
"Heleyon Organics, LLC","Heleyon Organics, LLC",Grower,GAAA-VKGN-UBXD,2022-10-30,Stephens,DUNCAN,,73533-2140,5808602468,haley@haleyvines.com,10:30am- 2:30pm
Sotaria Farms LLC,Sotaria Farms llc,Grower,GAAA-NR8M-YMWB,2022-10-12,Okmulgee,BEGGS,,74421-2467,4054765284,sotariafarms@gmail.com,8 am - 5 pm
TUZI FARM LLC,TUZI FARM LLC,Grower,GAAA-N7DP-GTDI,2022-09-27,Pontotoc,ADA,,74820-1302,3472178382,cbfirm2020@gmail.com,8-5
GOLDEN GROW FARMS,GOLDEN GROW FARMS,Grower,GAAA-NJQZ-CN1W,2022-09-15,Pushmataha,MOYERS,,74557,2147931854,westrammell1966@gmail.com,11:00 - 5:00
HoSa Cultivation LLC,HoSa Cultivation LLC,Grower,GAAA-BONR-QTT8,2022-12-12,Adair,WATTS,,74964-9330,(612) 810-9529,hosa.cult@gmail.com,8am-5pm Monday-Friday
"Happy Camp Farms, LLC",Happy Camp Farms,Grower,GAAA-EYKP-X2OH,2022-11-14,Okmulgee,BEGGS,3646 HAPPY CAMP RD,74421-2475,9037212810,cody@hcfok.com,8 AM - 5 PM
My Lien Green LLC,My Lien Green LLC,Grower,GAAA-3NAA-SUOW,2023-01-12,Okfuskee,OKEMAH,2400 S WOODY GUTHRIE ST,74859-4636,(321) 444-1191,myliengreen@gmail.com,24
CHANGLI LLC,CHANGLI LLC,Grower,GAAA-VPAG-M0OP,2022-12-05,Delaware,AFTON,,74331-8401,6462338203,cbfirm2020@gmail.com,8-5
"Green Touch, Inc.",Green Touch Inc,Grower,GAAA-EY5O-STTJ,2022-12-14,Grady,CHICKASHA,,73018-9305,4056641999,green.touch.inc.ok@gmail.com,8AM-5PM
"Magnolia Green Farm, LLC",Magnolia Green Farm,Grower,GAAA-IHVT-ZROX,2023-06-09,Love,THACKERVILLE,19698 US HIGHWAY 77,73459-9787,3122169854,sgdonev@yahoo.com,12:00 a.m. to 11:59 p.m.
"Max Green Cannabis, LLC","Max Green Cannabis, LLC",Grower,GAAA-FYDO-0WCT,2022-10-25,McClain,Newcastle,,73065,4055669315,maxgreencannabis@gmail.com,10am-4pm
BURNETT FARMS LLC,"BURNETT FARMS, LLC",Grower,GAAA-4J7B-MSWK,2023-02-23,Payne,STILLWATER,,74075,4057470896,burnettfarms13@gmail.com,M-F 9-5PM
Dynasty Farms LLC,Dynasty Farms LLC,Grower,GAAA-QGQA-L7TG,2022-09-15,Oklahoma,OKLAHOMA CITY,723 N ANN ARBOR AVE,73127-5822,4056330039,dynastyfarmsllc@yahoo.com,10a-8p
"Blue River Organics, LLC",Blue River Organics,Grower,GAAA-VJTK-X8EK,2022-12-19,Garvin,Sulphur,,73086,4058128266,elyaffe@fylaw.com,By appointment only
Plug Med LLC,Plug Med,Grower,GAAA-EY3B-9RFH,2023-01-08,Oklahoma,EDMOND,,73025,4052042274,ddt8179@gmail.com,12:00pm -9:00pm
Bryan Kugel Farms LLC,Hideaway Farms,Grower,GAAA-V1VF-LYQO,2022-11-03,Kay,TONKAWA,,74653,5806284848,bryankugel@sbcglobal.net,8:00am - 8:00pm
Precision Cultivation LLC,Precision Cultivation,Grower,GAAA-KMRY-R001,2023-09-14,Logan,GUTHRIE,,73044,4053153355,duffer818@yahoo.com,9:00 a.m. thru 2:00 p.m.
"Orca Enterprises, LLC","Orca Enterprises, LLC",Grower,GAAA-EJIB-TFIA,2022-09-26,Logan,Crescent,,73028,4056502260,orca_enterprises@yahoo.com,10am - 3pm
Benny's Buds LLC,Benny's Buds LLC,Grower,GAAA-HOFH-BLZL,2022-12-18,Caddo,HINTON,,73047-5500,4058349187,bennysbudsllc@gmail.com,Monday-Friday 9-5
ZoophErb Farms LLC,N/A,Grower,GAAA-4KFQ-JXB3,2022-02-01,Comanche,Lawton,,73507-5900,7408274599,flpeteevans@msn.com,09:30 to 17:30
Amethyst Green LLC,Amethyst Green LLC,Grower,GAAA-ORFY-TVPD,2022-10-24,Creek,BRISTOW,,74010-8747,9188993873,joshua@stacylegalgroup.com,24
purple rockss llc,purple rockss llc,Grower,GAAA-5LAX-E3VQ,2022-11-06,Atoka,ATOKA,,74525-3517,5102197227,purplerockss16454@gmail.com,9:00am-5:00 pm
BCHS Grow LLC,BCHS LLC,Grower,GAAA-LKFN-IR6C,2023-07-17,Oklahoma,OKC,,73129,4053703630,matt@stacylegalgroup.com,24
"Natures Place, LLC",Natures Place,Grower,GAAA-RLZM-EPPJ,2023-07-24,Nowata,South Coffeyville,,74072,(918) 636-3660,thenaturesplace@yahoo.com,12:00 a.m. to 11:59 p.m.
STRAFORD PRO G LLC,STRAFORD PRO G LLC,Grower,GAAA-MGGN-Z0BC,2022-10-31,Nowata,NOWATA,,74048,9176271618,cbfirm2020@gmail.com,8-5
Carbon Farms and Retreat LLC,Carbon Farms and Retreat LLC,Grower,GAAA-2NJQ-HQVM,2023-08-25,Oklahoma,JONES,,73049-7405,(405) 861-1669,iamsuperwoman2012@gmail.com,8-5
Sunney Creek Farm LLC,Sunney Creek Farm LLC,Grower,GAAA-4QJS-SFMS,2023-02-01,McIntosh,Hitchita,,74438,7152125263,steven.mrreleaf@yahoo.com,7am-9pm
"J and J FARM AND PROCESSING, LLC","J and J FARM AND PROCESSING, LLC",Grower,GAAA-HI30-T4AM,2022-10-18,Bryan,BENNINGTON,,74723-1857,5809162430,jmcottingame@yahoo.com,M-F 9-5 or as needed for grow operations
Xclusive Resources LLC,Xclusive Resources LLC,Grower,GAAA-VKYA-1KLN,2023-06-13,Oklahoma,SULPHUR,,73086-1119,3039445691,davidmodestojimenez@gmail.com,10am-5pm
"Sunray Pharms, LLC","Sunray Pharms, LLC",Grower,GAAA-NJSU-YAOV,2022-12-26,Creek,SAPULPA,,74066-8727,7023511797,thouchin180@rocketmail.com,M-F 9-5 or as needed for grow operations
Midnite Dreams 2 LLC,Midnite Dreams 2 LLC,Grower,GAAA-KT2P-OZD2,2023-05-12,Le Flore,CAMERON,23651 KUBALA LN,74932-2144,9202876444,midnitedreams.ok@gmail.com,8-5pm
MEDIGROW LLC,MEDIGROW LLC,Grower,GAAA-4JKN-WGJG,2023-06-01,Wagoner,CATOOSA,,74015,(310) 279-9521,alansoleyman@yahoo.com,9AM (CST) 5PM (CST)
Good Guud Organics,Good Guud Organics,Grower,GAAA-AIYT-VQ9R,2022-09-15,Kay,BLACKWELL,,74631-2945,4694047545,goodguudorganics@gmail.com,8-5
"KnaughtyPines CannaFarm, LLC",KnaughtyPines CannaFarm,Grower,GAAA-EYPW-BV4K,2023-05-11,Cherokee,TAHLEQUAH,,74464-0379,9184586301,kpcannafarm@gmail.com,Monday-Friday 10am-4pm
Goodfellas Grow LLC,Goodfellas Grow LLC,Grower,GAAA-4YYP-USJK,2022-08-29,Logan,EDMOND,,73034,4058244463,lesliemcminn@cox.net,9-5
CDR 888 LLC,CDR 888 LLC,Grower,GAAA-JAW2-0CUP,2022-11-28,Muskogee,FORT GIBSON,,74434-7704,5392183089,cbfirm2020@gmail.com,8-5
"Squeaky Corp, LLC",Gun Smoke Pharmz,Grower,GAAA-X4AF-8YC1,2023-05-18,Pawnee,CLEVELAND,,74020-6453,4025416973,kingjj2886@gmail.com,12:00 a.m. to 11:59 p.m.
Oklahoma Pharma Grow Corp,Oklahoma Pharma Grow Corp,Grower,GAAA-VYJK-V7DN,2022-12-14,Wagoner,WAGONER,,74467-7925,9182017777,mark8energy@gmail.com,9 am- 6 pm
"Middle Man Grow, LLC","Middle Man Grow, LLC",Grower,GAAA-I7FX-XXGQ,2023-02-17,Grady,Chickasha,,73018,9187293434,ksumter@kadam.tech,9-5
DDLQ LLC,DDLQ LLC,Grower,GAAA-IIBT-1VXN,2022-12-06,Pawnee,MARAMEC,,74045-1111,4057353800,siyan@stacylegalgroup.com,24
Kola LLC,Kola LLC,Grower,GAAA-ZTAZ-CJ8A,2022-10-24,Payne,CUSHING,,74023-6385,4057353800,jessica@stacylegalgroup.com,24
Cannadro Farm LLC,Cannadro Farm LLC,Grower,GAAA-LOJO-ND76,2023-06-01,Mayes,LOCUST GROVE,,74352-5263,(510) 599-2534,cannadrofarms.ok@gmail.com,9-5pm
Wholly Cannabis LLC,Wholly Farm,Grower,GAAA-E1OX-WADD,2022-12-13,Oklahoma,EDMOND,,73025-9485,4054439177,whollycannabis@gmail.com,11am - 5pm
SROK LLC,SROK LLC,Grower,GAAA-VKSE-OCS7,2022-12-19,Oklahoma,OKLAHOMA CITY,,73149-2905,4054230003,e.aiken2203@gmail.com,10-5
"HLF License, LLC","HLF License, LLC",Grower,GAAA-JGJO-TBA5,2022-09-15,Lincoln,HARRAH,,73045-8507,4056005720,hlflicensellc@gmail.com,8am to 5pm
Tsab Garden LLC,Tsab Garden LLC,Grower,GAAA-Q6VH-OPAH,2022-10-30,Cherokee,COOKSON,,74427-1904,7153214789,tsabmuajvam.ok@gmail.com,9PM-5PM
JORGE CHAIREZ,OK WELL PLANTATION,Grower,GAAA-EYZE-Q01H,2023-01-13,Lincoln,WELLSTON,,74881,4054149380,jichairez.jc@gmail.com,M-F 8AM-3PM
LAMAR GREEN LLC,LAMAR GREEN LLC,Grower,GAAA-ZKAN-EFU6,2023-08-01,Hughes,LAMAR,,74850-9209,9188778961,lamargreen.farm@gmail.com,8-5
"BLUE ROSE CULTIVATION, LLC","BLUE ROSE CULTIVATION, LLC",Grower,GAAA-GUJK-9EKC,2022-07-17,Delaware,ROSE,,74364-1496,4797996066,bluerosecultivation@gmail.com,M-F 9-5 or as needed for company operations
Hong State Green LLC,Hong State Green LLC,Grower,GAAA-ZPZF-DL0F,2023-05-22,Kay,Newkirk,,74647,4057353800,jessica@stacylegalgroup.com,24
GREEN LEAF SOLUTION LLC,GREEN LEAF SOLUTION LLC,Grower,GAAA-Y0CF-NUXN,2023-03-13,Carter,LONE GROVE,,73443-6531,(817) 903-8265,greenleaf_solution@yahoo.com,8-5
Loco Gringos Collective LLC,Loco Gringos Collective LLC,Grower,GAAA-EYUT-UKMD,2022-09-27,Oklahoma,OKLAHOMA CITY,,73107-6539,5613104550,tigerrhp@comcast.net,8-5
Ninja medzz llc,Ninja medzz llc,Grower,GAAA-QRY5-GYMP,2022-09-27,Ellis,SHATTUCK,,73858,5802900872,ninja_medzz_llc@yahoo.com,24hr
Whole Leaf Holistic Farms,Whole Leaf Holistic Farms,Grower,GAAA-3NXA-HL8L,2022-12-21,Pottawatomie,SHAWNEE,,74804-9235,4693375748,tkitty62@yahoo.com,4-9
Sat Cultivation LLC,Sat Cultivation LLC,Grower,GAAA-4WKZ-AIJ0,2022-12-04,Atoka,Lane,,74555-3022,4057353800,jessica@stacylegalgroup.com,24
City of Oz LLC,City of Oz,Grower,GAAA-EOXK-QQW5,2023-02-01,Kingfisher,Hennessey,,73742,5804840911,cityofozllc@gmail.com,
Green Magic Management LLC,Green Magic Management LLC,Grower,GAAA-EOMJ-ZGII,2023-05-25,Delaware,COLCORD,936 N COLCORD KEITHLY RD,74338-6004,9135344438,april2021.cbpok@gmail.com,8-5pm
Tam Quang Tran - sole proprietor,Tam Quang Tran - sole proprietor,Grower,GAAA-VJG4-6UJR,2022-12-06,Kay,BLACKWELL,,74631-6839,4693968462,thouchin180@rocketmail.com,M-F 9-5 or as needed for grow operations
ZHICHILI168 LLC,Zhichili168 LLC,Grower,GAAA-BU4G-JQWX,2022-12-08,Pawnee,TERLTON,,74081-3289,7182195798,yanzhi1002@gmail.com,8am-8pm
Wave Garden LLC,Wave Garden LLC,Grower,GAAA-ORPU-GORW,2023-07-25,Tulsa,TULSA,9920 E 55TH PL,74146-6402,(918) 557-7285,wavescientific918@gmail.com,8-5pm
NC Green Farm LLC,NC Green Farm LLC,Grower,GAAA-TKCQ-6V7J,2022-10-16,Haskell,Kinta,31122 S Cooper Bend West Rd,74552,7049420601,mchang.okla@gmail.com,9-5pm
Foo Yung Ranch LLC,Foo Yung Ranch,Grower,GAAA-GZDX-IJVT,2022-12-25,Garvin,PAULS VALLEY,,73075-9135,4094388119,pgt16888@gmail.com,8:00am-8:00pm
Cheryl Snider,CLS Grow,Grower,GAAA-VYFR-F884,2022-10-06,Woodward,WOODWARD,,73801-6613,5802160948,clianesnider@gmail.com,8:00 am to 10:00 am
"The Resilient Group, LLC","The Resilient Group, LLC",Grower,GAAA-SCOR-EVVY,2022-12-16,Pottawatomie,TECUMSEH,,74873-6254,7193219849,nbr2late@live.com,9-5
"Golden Moon, LLC","Golden Moon, LLC",Grower,GAAA-4QAW-E68E,2022-12-15,Adair,WATTS,,74964-1198,4792281830,goldenmoonllc2020@gmail.com,12:00 a.m. to 11:59 p.m.
"Dos Okies Farms, LLC",Dos Okies Farms,Grower,GAAA-EYCH-C8IW,2022-05-16,Pawnee,CLEVELAND,,74020,3038808910,dtotten08@yahoo.com,7am-7am
Gold Leaf Cannabis LLC,"Gold Leaf Cannabis, LLC",Grower,GAAA-VJSE-MU86,2022-12-21,Major,FAIRVIEW,,73737,5806141850,goldleafcannabisllc@gmail.com,M-F 10am -4pm
Royal Miracle Garden LLC,Royal Miracle Garden LLC,Grower,GAAA-AE1D-4MSW,2023-02-17,Le Flore,CAMERON,19557 ROYAL OAK DR,74932,4794458317,royalmiraclegarden@gmail.com,N/A
Christopher Vang,Moxa Organic Farms,Grower,GAAA-EOK3-GAJ2,2023-07-11,Okfuskee,PADEN,103164 N 3600 RD,74860,4144775772,moxafarm@gmail.com,8AM-5PM
Elite Eighth Pharms LLC,Elite Eighth Pharms LLC,Grower,GAAA-U5W3-QIAP,2023-04-07,Pittsburg,PITTSBURG,,74560,9184700208,york@eliteeighth.com,7:00 - 7:00
THEGREENGROVEGROWERY LLC,THEGREENGROVEGROWERY LLC,Grower,GAAA-254E-E7WR,2023-03-06,Cleveland,Noble,,73068-6311,4058084297,thegreengrovegroweryllc@gmail.com,9am - 5pm
"Yonder Hill Farms, LLC","Yonder Hill Farms, LLC",Grower,GAAA-EY5S-8TR4,2022-10-23,Logan,GUTHRIE,,73044-7336,(405) 204-1924,yonderhillfarms@yahoo.com,Variable
"Lets Roll One, LLC",Lets Roll One,Grower,GAAA-BGST-UEIT,2022-10-23,Cherokee,PARK HILL,,74451-2276,5802167781,kellner.george@gmail.com,8:00 am until 12:00 am
zhi llc,zhi llc,Grower,GAAA-BIM2-WMDY,2023-05-17,Garvin,PAOLI,30810 HIGHWAY 145,73074-9696,(954) 397-0785,chenalan0129@gmail.com,9:00am-5:00 pm
NO MANS LAND MEDICAL CANNABIS LLC,No Man's Land Medical Cannabis LLC,Grower,GAAA-VJKC-NNRP,2023-09-14,Beaver,FORGAN,RR 1 BOX 5,73938-9704,5804613768,jordan@thejambros.com,8a - 5p
"Silver Leaf Farms, LLC",Silver Leaf Farms,Grower,GAAA-FB9H-SDJL,2022-11-02,Tulsa,TULSA,,74127-8031,9189911561,slfok@yahoo.com,8-5
Small Eyes LLC,Small Eyes LLC,Grower,GAAA-4LVA-QKST,2023-06-23,Pushmataha,MOYERS,183453 N 4159 RD,74557-5660,6518558154,smfarm.ok@gmail.com,8-5pm
Red Twin Peaks Holdings LLC,Red Twin Peaks Holdings LLC,Grower,GAAA-FHB2-GEMX,2023-07-31,Canadian,Calumet,,73014,4057353800,matt@stacylegalgroup.com,24
MJ54FARM,N/A,Grower,GAAA-FZXJ-DXII,2022-06-16,Nowata,DELAWARE,19280 EW 16 RD,74027,(863) 738-7932,mj54farm@gmail.com,8AM-5PM
"BLUESTEM FARMS , LLC",Jive Cannabis Co,Grower,GAAA-VJ0S-KIHW,2023-03-13,Rogers,Inola,600 East Industrial Boulevard South,74036,9189025760,okriverton@gmail.com,12:00PM-7:00PM
Evok Summit Ridge LLC,Evok Summit Ridge,Grower,GAAA-RJ08-NESB,2022-11-06,Logan,EDMOND,,73025-1960,3036016159,wes@portfoliodenver.com,10am - 6pm
"Deep Rooted Farms, LLC",Missie's Roots,Grower,GAAA-G4SZ-CK6P,2023-07-25,Okfuskee,BOLEY,618 PECAN STREET,74827,4058503789,erica@missiesroots.com,9:00 am - 9:00 pm
"Peerless Cannabis Company, LLC","Peerless Cannabis Company, LLC",Grower,GAAA-EK5V-NCUN,2023-03-28,Creek,Kellyville,19890 Slick Road,74039,9166167373,peerless.operating.ok@gmail.com,8-5
Green Olive LLC,Green Olive LLC,Grower,GAAA-0ERS-AC1R,2023-05-29,Cleveland,Lexington,,73051,3472654466,chenjianxing1981@yahoo.com,8am - 5pm
Red River Pharms LLC,Red River Pharms LLC,Grower,GAAA-VK0N-ONJT,2022-12-22,Love,MARIETTA,,73448-2173,8176735972,stephenblackburn0830@yahoo.com,6am to 10pm
"Black Sheep Acres, Inc.",Black Sheep Acres,Grower,GAAA-CCJC-RTH6,2023-05-22,Logan,EDMOND,,73025-8603,4053108550,blacksheepacresinc@gmail.com,M-F 10am - 4 pm
Perkins Agriculture LLC,Just Jane,Grower,GAAA-NKSQ-LGOD,2022-11-24,Cleveland,MOORE,,73160,4052378746,brad@justjanegrows.com,11am - 5:30pm
Emerald Crown LLC,Emerald Crown LLC,Grower,GAAA-M9YA-PKJ5,2022-08-23,Logan,CASHION,,73016-9701,4057464171,emeraldcrownllc@gmail.com,24 Hrs
Magic Marley Green Re-Leaf LLC,Magic Marley Green Re-Leaf,Grower,GAAA-VYDJ-TGPU,2023-04-20,Lincoln,PRAGUE,701 S JIM THORPE BLVD,74864-3505,7866024442,magicmarleygreenreleaf@gmail.com,9:00 am - 8:00 pm
Essential Flowers,Essential Flowers,Grower,GAAA-4YK7-XXP9,2022-11-01,Pottawatomie,SHAWNEE,,74801-6836,4055852962,essentialflowersok@gmail.com,0900-1700
caddo creek medical growers llc,caddo creek medical growers llc,Grower,GAAA-VY2N-O4Z8,2022-09-27,Carter,ARDMORE,,73401-8067,5805040893,dmcgoodwin65@gmail.com,9:00 am - 7:00 pm
"Doc Bender Enterprises, LTD","Doc Bender Enterprises, LTD",Grower,GAAA-ACGT-U3MM,2022-09-20,Cleveland,NOBLE,,73068-6236,4056266696,charlesbendercch@gmail.com,9 am to 2 pm
Lucky Acres LLC,Lucky Acres LLC,Grower,GAAA-PJDI-WDFB,2023-01-11,Seminole,OKEMAH,,74859-4445,7632911686,luckyacres11029@gmail.com,8-5
"Red Hills Rolling Co., LLC",Red Hills Rolling Co.,Grower,GAAA-PLQQ-2F1G,2022-10-25,Woodward,MOORELAND,,73852-9609,5803343553,info@redhillsrollingco.com,12:00 a.m. to 11:59 p.m.
Reeftorch LLC,MysticalGarden,Grower,GAAA-VYEG-WZOM,2022-10-13,Creek,TULSA,,74132-1241,9188523033,carlozzo@yahoo.com,8pm to 3am
Llamaste Cannabis Company LLC,Llamaste Cannabis Company LLC,Grower,GAAA-269E-UHHD,2022-12-11,Oklahoma,OKLAHOMA CITY,,73121,4054765527,diane@liftedlogix.com,M-F 8 AM - 5 PM
mejia garden llc,na,Grower,GAAA-JIUX-N1MO,2022-12-19,Washita,CORDELL,,73632-3002,4078004552,duniersanchezperez@yahoo.com,9-5
"Zheng Grow Butler, Inc","Zheng Grow Butler, Inc",Grower,GAAA-OZPP-STWV,2023-02-01,Custer,BUTLER,21621 E 940 RD,73625-5067,6462752598,kevinzheng261@hotmail.com,9-5
CBE,CBE,Grower,GAAA-4KD8-X03U,2022-08-15,Logan,EDMOND,,73025-1659,4059908481,chadbulldog@yahoo.com,9-5
Euchee Creek Ranch LLC,Euchee Creek Ranch LLC,Grower,GAAA-AOIE-JEIY,2022-08-01,Creek,Kellyville,,74039,9183617690,kalenabrewer@gmail.com,8:00am - 8:00pm
Foggy Creek Farms inc.,Foggy Creek Farms inc.,Grower,GAAA-4KOM-V88I,2022-09-29,Washington,BARTLESVILLE,,74006-2102,9183975238,ethanpatrickevans@gmail.com,7a.m. to 4p.m.
JUBILANT FARM LLC,JUBILANT FARM LLC,Grower,GAAA-4JPO-TXCP,2022-10-31,Craig,VINITA,,74301-0000,9189920217,naogany81@gmail.com,9am-5pm
"BossLady, LLC","BossLady, LLC",Grower,GAAA-EKOG-IXEU,2023-05-25,Muskogee,MUSKOGEE,,74401-8919,9186160752,rbepper@me.com,10a-6p
Cannabul Lecter LLC,Cannabul Lecter LLC,Grower,GAAA-NY8K-VNXG,2022-09-29,McClain,PURCELL,,73080-4443,4058222257,mikkif19@yahoo.com,12PM - 4PM
Ba-Da-Ma Farms LLC,Ba-Da-Ma Farms LLC,Grower,GAAA-4YEN-307D,2023-03-10,Pontotoc,STRATFORD,,74872-5496,5802356217,bladenavy@gmail.com,0800-1700
"43790 Ventures, LLC",43790 Ventures,Grower,GAAA-GJ2Y-GIK6,2022-11-20,Woodward,WOODWARD,,73801-5140,(580) 334-3801,mphelps.plateau@outlook.com,9am-9pm
"Sheen Farms, LLC",The Finest Farmacy,Grower,GAAA-CP86-VWCJ,2022-12-15,Grant,MEDFORD,30494 COUNTY ROAD 910,73759-5021,(620) 845-4241,esheenfarms@gmail.com,8:00 am to 5:00 pm
MURRAY RIDGE RD LLC,Bar None Trading Company,Grower,GAAA-PG5W-B0YY,2022-08-28,Carter,ARDMORE,,73401-5600,4052663758,barnonetc@aol.com,M-F 8-5
"Bar-H Industries, LLC","Bar H Industries, LLC",Grower,GAAA-MOS5-XPQP,2023-02-10,McClain,PURCELL,,73080-4324,4055178611,undertow11@gmail.com,9:00 am - 9:00 pm
"Terpwerx, LLC",Blue Water Aeroponics,Grower,GAAA-NJJO-9R9G,2023-04-19,Tulsa,TULSA,,74115-8635,9188103210,matt@bluewateraeroponics.com,8-5
"SSV, L.L.C.","SSV, L.L.C.",Grower,GAAA-LBNY-7UKS,2022-06-16,Cherokee,HULBERT,,74441,9253235467,jambo_cc@yahoo.com,1000-1500 Monday through Friday
J and C Growers LLC,J and C Growers LLC,Grower,GAAA-NY22-HXED,2023-07-06,Le Flore,CAMERON,26100 STATE HIGHWAY 112,74932-2526,9187215887,jandcgrowers@gmail.com,no set hours
"Blue Leaf, LLC",Blue Leaf Farms,Grower,GAAA-DOXC-D1UI,2023-01-09,McClain,Lindsay,,73052,4052045859,blueleaf.corp@gmail.com,9a-4p
Magical Remedies LLC,Magical Remedies LLC,Grower,GAAA-6WJL-R1HD,2023-02-01,Washington,TALALA,,74080,9188450716,magicalremedies1@gmail.com,8:00am-8:00pm
H2O NURSERY LLC,H2O NURSERY LLC,Grower,GAAA-V14I-8ZDH,2022-11-02,Oklahoma,OKLAHOMA CITY,,73121-6507,4054439252,kissingcloudsokc@gmail.com,10-9
FA Green LLC,Fa Green,Grower,GAAA-YXJD-K7R2,2023-10-13,Okfuskee,OKEMAH,,74859-5172,6262518802,pgt16888@gmail.com,8:00am-8:00pm
"Red River Flower Solutions, LLC",Red River Flower Solutions,Grower,GAAA-VII7-IMSJ,2022-10-31,Lincoln,Wellston,,74881,4692300449,zach.hagan664@gmail.com,12:00 a.m. to 11:59 p.m.
red river craft cannabis llc,red river craft cannabis llc,Grower,GAAA-I7VK-XGOS,2022-12-04,Love,THACKERVILLE,,73459-9520,9403914001,zack@assetdenton.com,9:00am-5:00 pm
BLACK FOREST FARM LLC,BLACK FOREST FARM LLC,Grower,GAAA-VBUS-LEDO,2022-11-09,Murray,WYNNEWOOD,,73098-8893,6787566066,dwassom16@gmail.com,9:00-5:00
XIN XIN SEA LLC,XIN XIN SEA LLC,Grower,GAAA-4BAV-HPGS,2022-10-12,Seminole,KONAWA,,74849-4400,5103747248,xinxinsea.farm.ok@gmail.com,8-5
GREEN INTEGRITY FARMS LLC,GREEN INTEGRITY FARMS LLC,Grower,GAAA-SZGU-8ZEN,2023-08-16,Creek,BRISTOW,,74010-4600,2282164519,rrobinson1122@gmail.com,M-F 9-5 or as needed for grow operations
"Bende Green, LLC",Bende Green,Grower,GAAA-NYUQ-UD18,2022-10-27,Creek,BRISTOW,,74010-2276,3472785552,bendegreen@outlook.com,M - F 8:00am to 5:00pm
CannaGram Farms LLC,Cannagram Farms LLC,Grower,GAAA-4YBO-O8NN,2022-11-08,Cherokee,Park Hill,27123 Hwy 82,74451,4056133281,donnaeaton@yahoo.com,8-5
"Ubangi Farm, LLC",Ubangi,Grower,GAAA-NKTC-AK5D,2023-01-09,Le Flore,POTEAU,,74953-7766,9186476655,sprokit_up@icloud.com,8 am - 5 pm
Dotx Green LLC,Dotx Green LLC,Grower,GAAA-OOWT-WDBG,2023-06-02,Kay,NEWKIRK,,74647-4514,(580) 401-9492,dotxjngreenllc@yahoo.com,9am-5pm
2DJ Cannabis,Howdy Bud,Grower,GAAA-UXEF-NA9U,2022-10-24,Lincoln,MCLOUD,,74851-3052,8064208710,joelkidd@2djcannabis.com,6AM - 10PM
